UserId,TravelMode,Attraction,Type,Rating_Level,Rating
41126,Đi một mình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
13306,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
32500,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
18278,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
12514,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
66453,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
4189,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
59849,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
68607,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,2
31931,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
68379,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,2
11704,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
48663,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
38061,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
10249,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
76608,Đi một mình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
21139,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
35662,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
51573,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
10816,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
52090,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
8738,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
52392,Công tác,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
18508,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
27707,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
76465,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
349,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
69602,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
34010,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
10994,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
44756,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
83354,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
57807,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
87642,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
2658,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
56725,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
47368,Đi một mình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
62907,Đi một mình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
54282,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
18903,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
56664,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
42254,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,1
76023,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
62978,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
45422,Đi một mình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
57218,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
43452,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
77599,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
87292,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
39618,Đi một mình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
30463,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
61882,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
79239,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
34691,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
44640,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
81481,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
25635,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
45331,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
83350,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
36140,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
34062,Đi một mình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
36560,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
64015,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
80376,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
6699,Đi một mình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
49136,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
54552,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
63804,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
43945,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
75922,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
51357,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
1646,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
79397,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
77491,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
37785,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
28260,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
87456,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
51977,Đi một mình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
24929,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
63976,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
10946,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
87997,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
13953,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
56662,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
47057,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
75464,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
56185,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
19845,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
35375,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
37552,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
8692,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
42315,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
79077,Đi một mình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,2
20643,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
13993,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
82535,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
68123,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
26447,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
47926,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
73909,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
64321,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
54865,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,2
42615,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
22931,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
1945,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
31216,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
60807,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
80825,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
76217,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
51905,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
66406,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
65042,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
54771,Đi một mình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
24174,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
10688,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,1
57801,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
24965,Đi một mình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
51268,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
46341,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
1555,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
40881,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
10292,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
56938,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
29302,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
39637,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
30518,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
69358,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
9940,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
69554,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
85847,Đi một mình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
6489,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
24311,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,2
54831,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
43504,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
43103,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
45133,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
4823,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
13699,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
44984,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
30100,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
43228,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
19866,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
28954,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
71363,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,2
28248,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
79571,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
2957,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
68311,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
32140,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
7893,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
73548,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
25441,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
77031,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
46581,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
77057,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
75800,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
44656,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
16,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
19414,Công tác,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
12156,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
71130,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
36074,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
48964,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,2
15043,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
4372,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
49456,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
7473,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
22035,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
54237,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
56066,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
49164,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
22888,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
31729,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
63076,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
55960,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
58880,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
54165,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
17813,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
17846,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
40749,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
25995,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
41703,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
64452,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
16288,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
14946,Đi một mình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
52148,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
20649,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,1
2125,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
53715,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
49209,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
67964,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
18348,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
39474,Đi một mình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
41837,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
34888,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
58001,Đi một mình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
44410,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
5736,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
14033,Đi một mình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
9308,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
82896,Đi một mình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
13774,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
19877,Đi một mình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
65344,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
20496,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
26491,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
49232,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
85505,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
77668,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
62420,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
72519,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,2
3450,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
34447,Đi một mình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,2
47216,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
68527,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
21505,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
20385,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
70043,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
38229,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
72038,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
75346,Đi một mình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
13289,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
73672,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
41998,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
5101,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
1342,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
69474,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
1122,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
72710,Đi một mình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
85316,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
14431,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
83645,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
41667,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
22021,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
71102,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
1889,Đi một mình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
37004,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
66803,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
86305,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
25019,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Trung bình,3
18083,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
22821,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
33192,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
73456,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
39563,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
43225,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
8028,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
74666,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
49982,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
9524,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
7265,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
53068,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
39248,Đi một mình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
85902,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
42047,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
1945,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
16903,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
33543,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
66885,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
31809,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
47632,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
53528,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
87120,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
12378,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
9151,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
8469,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
73714,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
26271,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
68386,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
58637,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
65245,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
53683,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
42773,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
36927,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
17945,Công tác,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
67289,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
12251,Gia đình,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
33236,Bạn bè,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
79660,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
87132,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Xuất sắc,5
81045,Cặp đôi,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Tốt,4
